"Title","ID","Page Types","slug","Author","pageOwner","Methods","Domains","Person","Project","Organisation","Files","Internal Links","Description","Country Tag","Activity","Person Type","Person Project Coordonation","Person Project Participation","Person Organisation","Person Organisation Roles","Person Organisation - Former","Person Organisation Roles Former","External Links","Organisation Type","Organisation Project","Organisation Project Roles","Organisation People","Organisation People Roles","Organisation Has Member","Organisation Member Of","Organisation Established Date","Project Funded","Project Coordinator","Project Participant Team","Project Organisation","Project Organisation Roles","Project Start Date","Project End Date","Post Content Rich 1","Post Content Rich 2","Post Content Rich 3","Post Content Rich 4","Post Content Rich 5","Post Content Rich 6","Post Content Rich 7","Post Content Rich 8","Post Content Rich 9","Post Content Rich 10","Post Image 1","Post Image 2","Post Image 3","Post Image 4","Post Image 5","Post Image 6","Post Image 7","Post Image 8","Post Image 9","Post Image 10","Media Files","HomePageConfig_featuredOrganisations","HomePageConfig_featuredProjects","HomePageConfig_featuredPeople","Linkedin Link","Website Link","Research Gate Link","ORCID Link","Created Date","Updated Date","Owner"
"Time Capsule","079a41f1-1ce0-4cd5-b446-dcf65c735962","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","time-capsule-2q0pv","[""d5357589-65fd-456f-a506-7a4d1275451c""]",,"[""f17b8201-5b2f-4b91-914e-0d266ea1312a"",""3c4917d4-7467-4fef-a6a3-af7b61b9e196""]",,,"[""1a5911b8-844c-476c-8615-5e786e8c665e""]",,,,,,,,,,,,,,,,,,,,,,,,,,"[""3a28ca3d-4b47-474d-a741-8d3e8da1f392""]","[{""organisation"":""Future Based"",""role"":""""},{""organisation"":"""",""role"":""""}]",,,"<p></p>
<p><br>Creating a time capsule is a form of time travel. Imagine a future where the world is blooming and blossoming, what does it look like, feel like, smell like, sound like? This time-capsule project is curated by Lilian de Jong.&nbsp;</p>
","<p></p>
","<p></p>
",,,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_2fc710d85a6948c386de0c10b59c0616~mv2.webp"",""caption"":""""}","{""url"":"" "",""caption"":""""}",,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-10-24T08:18:04Z,2024-11-06T09:53:26Z,"89c27159-d0d6-4d08-bdc0-ea92984d69a8"
"Maren Eickhoff","07ab6fdd-6863-4d5a-84a5-c30da47427db","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","maren-eickhoff-j9xj7","[""8a0e3d52-c59b-4724-9960-534e8e07a084""]","[""8a0e3d52-c59b-4724-9960-534e8e07a084""]",,"[""9fc4e030-af14-4758-b196-a6e944f572a4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""a7dd83e8-450f-43e9-998a-cb6d7b97ea80"",""16c78334-f5a2-4b40-845f-4af034c95ee9"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""dfef94c1-0a2b-4305-be91-66ace52b285b"",""719944be-1d22-40c9-a8b0-b9655360a0ed"",""b5ca1e23-5548-4d91-adfe-eeb08f2062a6"",""b6eb6f2d-beae-4471-b980-95b11d48b675"",""414e11bd-1c1c-4d88-b63e-f24a3b2c711a"",""255f22bd-fa84-4b93-a1f3-df2944b48ffa"",""109c48cc-1ef1-4b62-96f1-3f5f4c16e610""]","[""8a0e3d52-c59b-4724-9960-534e8e07a084""]",,,,,"<p>Maren is a futures researcher (M.A. FU Berlin) and scientific associate at the Institute for Futures Studies and Technology Assessment (IZT) in Berlin. With a background in economics and social sciences, she explores the societal impacts of emerging technologies and questions of resilience and justice - particularly in health and care systems, but more broadly in relation to human well-being and healthy futures. Her work connects economic reasoning with transformative and sustainable perspectives on social cohesion, blending activistic exploration with scientific research to address future risks and anticipate inclusive, plural, and sustainable futures as well as social transformation.</p>
","[""24e5e426-7a0f-46eb-80e5-f4f6c46bdfff""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""74fbdf38-08bf-4cf3-8098-17cc3c6e78f6""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/mareneickhoff/",,,,2025-10-28T16:29:54Z,2025-10-29T09:35:45Z,"c662cdd8-1022-4ba2-b3b7-f32d48dc6bcf"
"Stephanie Clifford","07da7a91-6b4e-44c9-8b59-51897f61c6ba","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","stephanie-clifford-a5rwg","[""5734aa22-100a-4bc5-8f74-21a01e436fcd""]","[""5734aa22-100a-4bc5-8f74-21a01e436fcd""]","[""62ab648a-382e-45eb-8833-bc7f49f9b53a"",""310e47a9-a0b4-44ec-b8ec-c6e01648d9f7"",""2928594c-ac0f-40c2-b915-9d2abacf9804"",""07a42a99-bf45-48a7-bf77-764200da0bff""]","[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""9fc4e030-af14-4758-b196-a6e944f572a4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""fbc8b693-f1b1-496a-8591-769ad797ad0d""]","[""5734aa22-100a-4bc5-8f74-21a01e436fcd""]",,,,,"<p>Marketing &amp; Communications Manager at Nextatlas, a market research and data platform leveraging proprietary algorithms and AI methodologies to detect new trends likely to become mainstream.</p>
","[""f1763107-ed68-48ce-96ee-53480a677461""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":""With inflation and tariffs creating economic uncertainty, will consumers still care about sustainability?"",""url"":""https://0bbe2e34-e503-441a-af9e-4fc70c17e6af.usrfiles.com/ugd/471908_4bcda396982d45a8b7c302aa03bcaaed.pdf"",""fileName"":""Nextatlas Report Sustainability 2025.pdf"",""thumbnail"":""https://static.wixstatic.com/media/471908_ec7ed1c7729847a59e2ebb208d71f956~mv2.jpeg"",""sizeInBytes"":""5311458"",""type"":""document""},{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/stephanie-clifford/","https://www.nextatlas.com/",,,2025-07-23T10:24:27Z,2025-08-07T12:46:58Z,"85bb93fe-a145-4405-9fc9-94cb09cf337f"
"Angelica Stan","08486559-9242-4891-8b5e-c5427b12db78","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","angelica-stan-iguty","[""e671ba2c-1b97-4330-ab7b-df8d25f55d2f""]","[""e671ba2c-1b97-4330-ab7b-df8d25f55d2f""]","[""6c84e284-84b3-49dd-938d-3a5d8a9f7259"",""f0c6523a-d803-4dc9-83ad-b5415d395997"",""62ab648a-382e-45eb-8833-bc7f49f9b53a"",""619268f4-d17b-44d3-83c5-25269c71831b""]","[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""b5ca1e23-5548-4d91-adfe-eeb08f2062a6"",""3e20987c-c439-4214-bfff-515f49d8a65f"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""9f91d9c6-a706-4f99-9c23-fd725d1d39d1""]","[""e671ba2c-1b97-4330-ab7b-df8d25f55d2f""]",,,,,"<p>Angelica Stan, an active architect and urban planner, brings a unique blend of historical understanding and future-oriented vision to her practice. As a full professor, habil. at the “Ion Mincu” University of Architecture and Urbanism in Bucharest, she leverages her deep knowledge of urban morphology, territorial dynamics, and landscape theory to anticipate and shape future urban landscapes.<br><br>Her teaching at the Bachelor, Master, and PhD levels, encompassing topics like shrinking cities and participatory urbanism, fosters a critical and forward-thinking approach to urban development.  Through her extensive research, evidenced by numerous publications and leadership in EU-funded projects (SEE, INTERREG-Danube, Erasmus+, COST Actions), she actively explores emerging urban challenges and opportunities.<br><br>Drawing from her expertise in city language and peripheries, she anticipates future trends and facilitates strategic planning. Her long-standing role as Director of the UAUIM’s Council for Doctoral Studies further demonstrates her commitment to cultivating the next generation of urban thinkers and practitioners equipped to navigate complex future scenarios.  Angelica Stan's work is driven by a commitment to informed foresight, utilizing her architectural and urban planning expertise to create resilient and sustainable urban futures.</p>
","[""e4cab9c4-7f21-4ec6-88ad-7aa8698612f4""]","[""6fe782a4-be1b-4f23-b990-c828eab06793"",""7eab6072-16a2-4552-9c1c-302872015bf9"",""c48dc03b-8b35-4b17-805d-d3750d17568f""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":""Angelica Stan"",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-02-28T13:57:10Z,2025-02-28T13:57:10Z,"1587c820-16ca-4e38-aa23-8072c619cb68"
"Jörg Kosinski","08636094-8ca4-439b-a55b-edd1f6254c4e","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","jrg-kosinski-b1kpo","[""0fcd21f0-cbeb-4d50-b7b0-48b09ed45a1f""]","[""0fcd21f0-cbeb-4d50-b7b0-48b09ed45a1f""]",,,"[""0fcd21f0-cbeb-4d50-b7b0-48b09ed45a1f""]",,,,,"<p></p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-12-10T10:55:44Z,2024-12-11T00:42:32Z,"d10672b9-1260-420c-8478-3c0e7908aa64"
"Duncan Brown","08c74024-7bde-45ec-aa5b-f3e255fc7b1f","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","duncan-brown-wwupi","[""fefbba10-6b50-4c25-8102-8428f5747a78""]","[""fefbba10-6b50-4c25-8102-8428f5747a78""]","[""23e88861-fe71-4e55-8c85-e546de90a1a3"",""62ab648a-382e-45eb-8833-bc7f49f9b53a"",""6cffa4fa-0c42-4736-a303-303f925373db"",""108a218e-d816-4cc2-887d-670ee5cf09d9"",""2353049c-4e8f-467f-9360-6fbe342ddbc3"",""b1d63812-7f03-4fa0-bfc7-b8d89363baa8""]","[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""9fc4e030-af14-4758-b196-a6e944f572a4"",""21181beb-717e-44c5-aa42-1497a9ab763c"",""02cfa0e4-9723-47f3-9b2d-b262242be010"",""dfef94c1-0a2b-4305-be91-66ace52b285b"",""032df82d-ed3b-4bff-b531-8b77e958e6ae""]","[""fefbba10-6b50-4c25-8102-8428f5747a78""]",,,,,"<p></p>
","[""4f54955a-fc9f-4d1b-9058-88ddb2835ee2""]","[""74fbdf38-08bf-4cf3-8098-17cc3c6e78f6"",""6fe782a4-be1b-4f23-b990-c828eab06793"",""7eab6072-16a2-4552-9c1c-302872015bf9"",""cccf946c-4083-42d0-a0f1-626a5b1be7f1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-05-15T14:17:38Z,2025-05-15T14:17:38Z,"5168da53-084f-4f87-b799-8576d0c6a84d"
"Aaron B. Rosa","08e1a2fe-5b47-4a87-a1e3-db3c34204b1e","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","aaron-b-rosa-7foxw","[""97ced723-ae29-42a9-b2ab-9271eee4f3f3""]","[""97ced723-ae29-42a9-b2ab-9271eee4f3f3""]","[""27af9daa-065d-49dc-8df7-6855d9f2b9d9"",""268d3167-9d1f-47a4-80a8-bb5ddea9e6bb"",""b1d63812-7f03-4fa0-bfc7-b8d89363baa8"",""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""f0c6523a-d803-4dc9-83ad-b5415d395997"",""33bb4d88-50ec-475e-942e-482465054484"",""dda76cda-872f-4340-9052-b1db8dec90f8"",""8bd9693b-7aaf-42b3-8099-ede2934696e9""]","[""74f1a07e-9754-4e06-9091-30d0d7d4e667"",""24128150-b6df-4336-90c9-961b7d6b4aa4"",""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""b6eb6f2d-beae-4471-b980-95b11d48b675"",""a7dd83e8-450f-43e9-998a-cb6d7b97ea80"",""d75cd213-c228-408c-89dd-c83d28c99a1a"",""1c11362f-5793-4317-9301-6399b858c0f3"",""80af88dc-8fa2-4af9-a7e3-d35a4b3c9e58""]","[""97ced723-ae29-42a9-b2ab-9271eee4f3f3""]",,,,,"<p class=""font_8"">Researcher in the Foresight department and Fraunhofer Institute for Systems and Innovation Research (ISI). Co-designer of JRC Scenario Exploration System and FutureGov games. Still interested in mixed-reality systems as tools for participatory futures and foresight work.&nbsp;</p>","[""24e5e426-7a0f-46eb-80e5-f4f6c46bdfff""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""7eab6072-16a2-4552-9c1c-302872015bf9"",""0328a866-26be-4e56-a301-4150e8e49637"",""878dc6c9-9211-499f-81ae-a9f063bf5081""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-02-06T22:57:23Z,2025-02-13T09:21:50Z,"109653a5-50a6-4adf-8a12-f2e027152a3b"
"#OurFutures","0944565d-0a94-4a14-820f-baa46456ce4c","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","OurFutures","[""90c38dc0-018b-4d55-af76-e2b52130e029"",""2ce1087f-b775-422f-83b5-e222995e1fbc""]","[""2ce1087f-b775-422f-83b5-e222995e1fbc""]","[""932d682a-b111-46b2-b6a5-aade8c598da6"",""f0c6523a-d803-4dc9-83ad-b5415d395997""]","[""3e20987c-c439-4214-bfff-515f49d8a65f"",""b6eb6f2d-beae-4471-b980-95b11d48b675""]",,"[""612a7547-db2c-49b7-8b05-576dbc951324""]",,,,,"[""e1b13728-5253-484b-92d6-0c451813adff""]",,,,,,,,,,,,,,,,,,,,,"[""f85b3c01-69e8-4688-8766-14c3910bea1b""]","[{""organisation"":""Joint Research Center"",""role"":""""},{""role"":""""}]",,,"<p><strong>#OurFutures invites people across the EU to share their imagined futures.</strong></p>
<p>The project supports and inspires a collective dialogue about the future of Europe and its visions for the future.&nbsp;</p>
<p>We welcome your short story expressing what you would like to see in the Europe of the future, making explicit your hopes, aspirations, but also uncertainties.<br><br>The visions you and other citizens submit will be analysed and shared with EU policy makers. We will look for early signs of potentially important developments, persistent problems, novel and unexpected issues. These outcomes will serve to generate actual, future-oriented recommendations for EU action to build together the Europe that we want.<br></p>
","<p>The future is a co-creation. Share your visions of tomorrow and join us in creating a narrative that inspires citizens, policymakers, and foresight experts:</p>
<ul>
<li><a href=""https://collector.sensemaker-suite.com/collector?projectID=cc79e676-e7ad-46e7-93ad-66670f258f27"" target=""_blank"">Write your future story and answer a few questions</a>  - share your preferred future with the rest of the world. Allow your vision to inspire others and fuel a meaningful conversation across Europe.<br>&nbsp;&nbsp;</li>
<li><a href=""https://ourfutures.dashboard.voicesthatcount.net/"" target=""_blank"">Take a look at the #ourfutures dashboard</a> - explore future visions shared  by hundreds of contributors and check out stats and graphs that synthetise this rich content.&nbsp;</li>
</ul>
","<p></p>
","<p></p>
",,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_d0b4b199cd5b4b7881edaa55a6173629~mv2.png"",""caption"":""""}","{""url"":""https://static.wixstatic.com/media/471908_75052900e2d541ceb75028add91e34f5~mv2.png"",""caption"":""Examples of future visions shared on #OurFutures""}","{""url"":"" "",""caption"":""""}",,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-10-18T07:53:52Z,2025-03-07T13:00:03Z,"f677c1bb-4334-4039-a211-fdd89e013a3c"
"Sebastian Bollien","09629de3-89cd-4449-abb6-335b0a747892","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","sebastian-bollien-flhrr","[""df8a7e88-1ddd-4ef6-84e2-3ef7d9cc7287""]","[""df8a7e88-1ddd-4ef6-84e2-3ef7d9cc7287""]",,,"[""df8a7e88-1ddd-4ef6-84e2-3ef7d9cc7287""]",,,,,"<p>I am a foresight specialist from the German Academy for Security Policy, central educational facility for governmental foresight in Germany.</p>
","[""24e5e426-7a0f-46eb-80e5-f4f6c46bdfff""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""74fbdf38-08bf-4cf3-8098-17cc3c6e78f6"",""01f60d9e-63a4-454e-b358-9e70da19be08"",""2576b34f-3641-4a8f-b2d7-282af55a3efa""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/sebastian-bollien-a738a686/",,,,2025-11-14T11:52:32Z,2025-11-14T12:03:54Z,"7bf88317-054d-49a9-ba9a-a25fadde2909"
"Jan Arpe","0970a755-c344-417f-b290-fef5d698ce62","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","jan-arpe-53duz","[""97753da6-301c-4330-b766-f2db7c4c1055""]","[""97753da6-301c-4330-b766-f2db7c4c1055"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""efa0e29d-99f2-4ffd-b390-9d3ba0b78bbe""]","[""97753da6-301c-4330-b766-f2db7c4c1055""]",,,,,"<p></p>
","[""77164e27-9402-4336-bc1f-84b08612a080""]","[""2576b34f-3641-4a8f-b2d7-282af55a3efa""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/jan-arpe-a33801a3/","https://www.ffg.at",,,2024-11-18T16:05:44Z,2024-12-12T23:18:17Z,
"""The future of quantum computing: what matters now""","0a8fa712-0851-46eb-830f-f96e3217b82c","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","the-future-of-quantum-computing-what-matters-now-nuzzi","[""cbe63717-6db0-4f50-8931-e38c37fd0c23""]","[""cbe63717-6db0-4f50-8931-e38c37fd0c23""]","[""dda76cda-872f-4340-9052-b1db8dec90f8"",""310e47a9-a0b4-44ec-b8ec-c6e01648d9f7"",""36e5f3ff-5089-46ea-8d43-ae291ee9bd24"",""5debdc5d-652a-4130-a24b-49a3ec66ee66"",""3c4917d4-7467-4fef-a6a3-af7b61b9e196""]","[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""0b24717d-0d3a-4e74-94cd-138356cd50b9""]",,"[""59649a3f-310e-465b-aac0-d0260b4a2af9""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The DLR-PT conducted a comprehensive foresight study for the BMWK to explore the current progress and challenges in quantum computing. Using DLR-PT's innovative Strategic Impact Navigation Assessment Model (SINAVI), the study employed a range of methods including trend analysis, expert interviews and multi-stage Delphi surveys. Based on these findings, DLR-PT created a forward-looking scenario for 2032 and used the backcasting method to identify key strategies for advancing quantum computing in Germany. The findings were enriched with data from an accompanying performance review of the funding initiative, for which DLR-PT was also responsible. The result was a holistic, actionable roadmap that highlights both the achievements and future potential of the funding programme.</p>
","<p></p>
",,,,,,,,,"{""url"":"" "",""caption"":""""}",,,,,,,,,,"[{""displayName"":"""",""url"":""https://0bbe2e34-e503-441a-af9e-4fc70c17e6af.usrfiles.com/ugd/471908_e0aa74ef1ca248a184fe3c70db33944e.pdf"",""fileName"":""241105_studie_quantencomputing.pdf"",""thumbnail"":""https://static.wixstatic.com/media/471908_e5b112f6ecf24a8cb991ca01a9291187~mv2.jpeg"",""sizeInBytes"":""1134534"",""type"":""document""},{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-01-13T13:57:22Z,2025-02-17T08:40:10Z,"06b2478e-916e-4488-ba8a-4dbe2d6bb2f2"
"Jimena Califa","0a9b9535-e334-4238-b8b0-6318afbd161b","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","jimena-califa-4zdmc","[""d833c4a9-6b3b-48e8-8610-89e947f21ac2""]","[""d833c4a9-6b3b-48e8-8610-89e947f21ac2"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,,"[""d833c4a9-6b3b-48e8-8610-89e947f21ac2""]",,,,,"<p></p>
","[""f1763107-ed68-48ce-96ee-53480a677461""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""0328a866-26be-4e56-a301-4150e8e49637"",""7eab6072-16a2-4552-9c1c-302872015bf9""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://linkedin.com/in/jimenacalifa","https://www.extendidos.com/",,,2024-11-18T16:06:38Z,2025-04-11T12:56:37Z,
"GovTech Connect","0b2692e2-2717-4546-96ac-709c3cbaf40d","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","govtech-connect-0vsoq","[""3146f090-130a-4e41-84df-5f97013e6d5b""]","[""3146f090-130a-4e41-84df-5f97013e6d5b""]",,"[""3e20987c-c439-4214-bfff-515f49d8a65f"",""38c263dc-399a-4ffc-a02c-7d8541ca872c"",""b5791a5e-8819-4afe-b69b-97aaed7f7565""]",,"[""789e4617-a393-40ba-ba99-1078e0755bb5""]",,,,,"[""e1b13728-5253-484b-92d6-0c451813adff""]",,,,,,,,,,,,,,,,,,,,"[""39b4fd0c-0679-4e34-a1bf-ffe02a464bd4""]","[""58c932a4-79ee-47fa-8b59-1203238b4acb"",""77a4a6f0-517c-4ffd-b103-79d6bd830231"",""a4104a7d-4b05-49f2-b0e6-fcace30d0a95"",""1148e6cb-6e3e-465d-b442-40b936b78f2d""]","[{""organisation"":""Intellera Consulting"",""role"":""Lead""},{""organisation"":""PUBLIC Deutschland"",""role"":""""},{""organisation"":""Lisbon Council"",""role"":""""},{""organisation"":""Politecnico di Milano"",""role"":""""},{""organisation"":"""",""role"":""""}]",,,"<p><strong>What is GovTech Connect?</strong></p>
<p><br>GovTech Connect is a is a multi-year, cross-border project, created under DG CONNECT of the European Commission, that entails a variety of initiatives convening and mobilising the GovTech innovation ecosystem - bringing together SMEs, public and private GovTech gamechangers, investors, civil society, academia and NGOs to create solutions with lasting impact.</p>
<p>The GovTech Connect Community is a space where everyone can share their knowledge and experience to grow together. This Collection conveys the results of GovTech Connect’s studies, events and news, along with the interesting content from other communities related to GovTech in Europe. GovTech Connect will spread the word and share content.</p>
","<p>Specifically, GovTech Connect will spread the word and share content about:</p>
<p><br><strong>1. GovTech market trends in Europe<br>2. European GovTech initiatives<br>3. Design thinking methodology and citizen engagement for GovTech solutions development</strong></p>
<p><br>As part of these activities, GovTech Connect will see the launch of four European Boot camps to best prepare GovTech start-ups for collaboration with the public sector, as well as co-creative solution design with citizens. Webinars, workshops and other events will be occasions for networking and knowledge sharing.</p>
<p>The activities will be carried out by a consortium led by Intellera Consulting, with partners PUBLIC, Lisbon Council and Politecnico di Milano.The GovTech Connect project marks a major milestone in the advancement of the GovTech agenda to empower and accelerate public sector innovation across Europe (and beyond).</p>
","<p></p>
",,,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_017b6b4252964dfa9fc1083f77b77806~mv2.webp"",""caption"":""""}","{""url"":"" "",""caption"":""""}",,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-11-04T21:30:41Z,2024-12-04T09:22:03Z,"89c27159-d0d6-4d08-bdc0-ea92984d69a8"
"FOODCITYBOOST","0b7722b5-df8e-45b5-ac07-49248cef3285","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","foodcityboost-1b1dk","[""26c009a4-0699-45fa-8d60-16ebfe63cd90""]","[""26c009a4-0699-45fa-8d60-16ebfe63cd90"",""90c38dc0-018b-4d55-af76-e2b52130e029""]","[""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""f0c6523a-d803-4dc9-83ad-b5415d395997"",""310e47a9-a0b4-44ec-b8ec-c6e01648d9f7"",""dda76cda-872f-4340-9052-b1db8dec90f8""]","[""0b4ebe18-ea9c-426c-970b-00f3b67a1334"",""b5ca1e23-5548-4d91-adfe-eeb08f2062a6"",""9bc8de80-3e4f-4fe9-b5b7-f2453006d157"",""8386ce26-d7ac-4e47-a7a1-2a5c1e27f59b""]",,"[""4f7142fb-b3c1-4a3e-b7c7-700ba138c2ae""]",,,,,"[""e1b13728-5253-484b-92d6-0c451813adff""]",,,,,,,,,,,,,,,,,,"[""f80d06e4-b326-4364-b250-0afa1fc777f3""]",,,,,"2023-12-31T23:00:00.000Z","2027-11-30T23:00:00.000Z","<p>FOODCITYBOOST is a trailblazing project that will help develop the foundations for turning urban jungles into lush, green, food-producing hubs! We imagine cities where rooftops, balconies, and even vertical spaces are bursting with greenery and fresh produce. This is the future that FOODCITYBOOST is planting seeds for, whilst tackling the major contemporary difficulties such as: climate change, biodiversity loss, and the great divide between urban, peri-urban, and rural areas.</p>
","<p></p>
","<p></p>
",,,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_54d23dbc318f46b0acbe98ba309364de~mv2.png"",""caption"":""""}","{""url"":"" "",""caption"":""""}",,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/company/foodcityboost/posts/?feedView=all","https://foodcityboost.eu/",,,2025-05-03T16:28:36Z,2025-05-11T10:32:44Z,"368b29c3-5557-4941-9636-c489247a22b6"
"Michele Rimini","0c3a2f3c-2fe7-4461-b1c4-a36e9cfca70c","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","michele-rimini-tmzdq","[""26a02f25-cda6-423f-9e7d-473fe4e8b444""]","[""26a02f25-cda6-423f-9e7d-473fe4e8b444""]",,"[""8aeee2b4-00f1-4813-b958-55d7596318d9"",""b17267c9-696c-4007-b97e-568deb8e7283"",""2bb9642d-dc5a-4fc3-a812-9f98e987705e""]","[""26a02f25-cda6-423f-9e7d-473fe4e8b444""]",,,,,"<p></p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-04-16T08:25:20Z,2025-04-16T08:25:20Z,"32ac2cfb-c754-4a9a-992e-3ae08df6526b"
